filename,description,classification_timestamp
fractal_01871.png,Classification failed - no description returned,1766500535.9582253
fractal_03740.png,Classification failed - no description returned,1766500535.9582262
fractal_02794.png,Classification failed - no description returned,1766500535.9582272
fractal_09985.png,Classification failed - no description returned,1766500535.9582276
fractal_03593.png,Classification failed - no description returned,1766500535.9582286
fractal_03179.png,Classification failed - no description returned,1766500535.958229
fractal_03215.png,Classification failed - no description returned,1766500535.9582298
fractal_00366.png,Classification failed - no description returned,1766500535.9582303
fractal_03564.png,Classification failed - no description returned,1766500535.958231
fractal_03146.png,Classification failed - no description returned,1766500535.9582322
fractal_07425.png,Classification failed - no description returned,1766500535.958233
fractal_02760.png,Classification failed - no description returned,1766500535.9582336
fractal_02506.png,Classification failed - no description returned,1766500583.734113
fractal_09259.png,Classification failed - no description returned,1766500583.734115
fractal_04031.png,Classification failed - no description returned,1766500583.7341154
fractal_08470.png,Classification failed - no description returned,1766500583.7341158
fractal_02540.png,Classification failed - no description returned,1766500583.7341163
fractal_05679.png,Classification failed - no description returned,1766500583.734117
fractal_07971.png,Classification failed - no description returned,1766500583.7341177
fractal_08350.png,Classification failed - no description returned,1766500583.7341185
fractal_08222.png,Classification failed - no description returned,1766500583.734119
fractal_00357.png,Classification failed - no description returned,1766500583.7341194
fractal_03918.png,Classification failed - no description returned,1766500583.7341201
fractal_04606.png,Classification failed - no description returned,1766500583.7341206
fractal_05280.png,Classification failed - no description returned,1766500583.7341213
fractal_00153.png,Classification failed - no description returned,1766500583.7341223
fractal_08968.png,Classification failed - no description returned,1766500583.7341228
fractal_06673.png,Classification failed - no description returned,1766500583.7341232
fractal_09723.png,Classification failed - no description returned,1766500583.7341237
fractal_03953.png,Classification failed - no description returned,1766500583.7341247
fractal_08043.png,Classification failed - no description returned,1766500583.7341251
fractal_03931.png,Classification failed - no description returned,1766500583.7341256
fractal_08897.png,Classification failed - no description returned,1766500583.7341263
fractal_00512.png,Classification failed - no description returned,1766500583.7341266
fractal_01651.png,Classification failed - no description returned,1766500583.7341273
fractal_04566.png,Classification failed - no description returned,1766500583.7341278
fractal_06584.png,Classification failed - no description returned,1766500583.7341285
fractal_05282.png,Classification failed - no description returned,1766500583.734129
fractal_01061.png,Classification failed - no description returned,1766500583.73413
fractal_04498.png,Classification failed - no description returned,1766500583.7341304
fractal_06497.png,Classification failed - no description returned,1766500583.734131
fractal_00223.png,Classification failed - no description returned,1766500583.7341318
fractal_04415.png,Classification failed - no description returned,1766500583.7341325
fractal_00045.png,Classification failed - no description returned,1766500583.734133
fractal_07838.png,Classification failed - no description returned,1766500583.7341337
fractal_02856.png,Classification failed - no description returned,1766500583.7341342
fractal_08458.png,Classification failed - no description returned,1766500583.7341352
fractal_02165.png,Classification failed - no description returned,1766500583.7341356
fractal_09620.png,Classification failed - no description returned,1766500583.734136
fractal_03047.png,Classification failed - no description returned,1766500583.7341366
fractal_02891.png,Classification failed - no description returned,1766500583.7341375
fractal_00586.png,Classification failed - no description returned,1766500583.734138
fractal_09085.png,Classification failed - no description returned,1766500583.7341387
fractal_07036.png,Classification failed - no description returned,1766500583.7341392
fractal_09475.png,Classification failed - no description returned,1766500583.73414
fractal_07233.png,Classification failed - no description returned,1766500583.7341402
fractal_05571.png,Classification failed - no description returned,1766500583.7341406
fractal_01148.png,Classification failed - no description returned,1766500583.734141
fractal_02085.png,Classification failed - no description returned,1766500583.734142
fractal_01694.png,Classification failed - no description returned,1766500583.7341425
fractal_00739.png,Classification failed - no description returned,1766500583.734143
fractal_08413.png,Classification failed - no description returned,1766500629.8236609
fractal_08936.png,Classification failed - no description returned,1766500629.823662
fractal_01706.png,Classification failed - no description returned,1766500629.823663
fractal_03008.png,Classification failed - no description returned,1766500629.8236637
fractal_04364.png,Classification failed - no description returned,1766500629.8236642
fractal_06627.png,Classification failed - no description returned,1766500629.8236647
fractal_05362.png,Classification failed - no description returned,1766500629.8236651
fractal_01555.png,Classification failed - no description returned,1766500629.8236654
fractal_04367.png,Classification failed - no description returned,1766500629.823666
fractal_03498.png,Classification failed - no description returned,1766500629.823667
fractal_09870.png,Classification failed - no description returned,1766500629.823668
fractal_06498.png,Classification failed - no description returned,1766500629.8236685
fractal_06991.png,Classification failed - no description returned,1766500629.823669
fractal_03133.png,Classification failed - no description returned,1766500629.8236694
fractal_05875.png,Classification failed - no description returned,1766500629.8236704
fractal_07616.png,Classification failed - no description returned,1766500629.8236709
fractal_05770.png,Classification failed - no description returned,1766500629.823672
fractal_04582.png,Classification failed - no description returned,1766500629.8236725
fractal_00518.png,Classification failed - no description returned,1766500629.8236732
fractal_02632.png,Classification failed - no description returned,1766500629.823674
fractal_05594.png,Classification failed - no description returned,1766500629.8236747
fractal_01310.png,Classification failed - no description returned,1766500629.8236752
fractal_08235.png,Classification failed - no description returned,1766500629.8236759
fractal_09220.png,Classification failed - no description returned,1766500629.8236766
fractal_06490.png,Classification failed - no description returned,1766500629.8236775
fractal_06526.png,Classification failed - no description returned,1766500629.8236783
fractal_04507.png,Classification failed - no description returned,1766500629.823679
fractal_07681.png,Classification failed - no description returned,1766500629.8236797
fractal_00095.png,Classification failed - no description returned,1766500629.8236804
fractal_01297.png,Classification failed - no description returned,1766500629.823681
fractal_03001.png,Classification failed - no description returned,1766500629.8236818
fractal_02248.png,Classification failed - no description returned,1766500629.8236823
fractal_07188.png,Classification failed - no description returned,1766500629.8236833
fractal_04819.png,Classification failed - no description returned,1766500629.8236837
fractal_05703.png,Classification failed - no description returned,1766500629.823685
fractal_04475.png,Classification failed - no description returned,1766500629.8236856
fractal_09386.png,Classification failed - no description returned,1766500629.8236861
fractal_08331.png,Classification failed - no description returned,1766500629.8236866
fractal_00305.png,Classification failed - no description returned,1766500629.823687
fractal_02922.png,Classification failed - no description returned,1766500629.823688
fractal_05743.png,Classification failed - no description returned,1766500629.8236885
fractal_04230.png,Classification failed - no description returned,1766500629.823689
fractal_06654.png,Classification failed - no description returned,1766500629.8236897
fractal_09004.png,Classification failed - no description returned,1766500629.8236902
fractal_02961.png,Classification failed - no description returned,1766500629.8236914
fractal_00947.png,Classification failed - no description returned,1766500629.8236918
fractal_09958.png,Classification failed - no description returned,1766500629.8236926
fractal_07576.png,Classification failed - no description returned,1766500629.8236933
fractal_04694.png,Classification failed - no description returned,1766500629.8236935
fractal_05756.png,Classification failed - no description returned,1766500673.3026197
fractal_00347.png,Classification failed - no description returned,1766500673.3026214
fractal_09326.png,Classification failed - no description returned,1766500673.3026223
fractal_01303.png,Classification failed - no description returned,1766500673.3026228
fractal_09231.png,Classification failed - no description returned,1766500673.3026235
fractal_01562.png,Classification failed - no description returned,1766500673.3026242
fractal_07662.png,Classification failed - no description returned,1766500673.3026247
fractal_07982.png,Classification failed - no description returned,1766500673.3026252
fractal_02796.png,Classification failed - no description returned,1766500673.3026261
fractal_09528.png,Classification failed - no description returned,1766500673.3026266
fractal_06905.png,Classification failed - no description returned,1766500673.302628
fractal_03861.png,Classification failed - no description returned,1766500673.3026288
fractal_07690.png,Classification failed - no description returned,1766500673.3026297
fractal_00308.png,Classification failed - no description returned,1766500673.3026302
fractal_08273.png,Classification failed - no description returned,1766500673.3026311
fractal_00202.png,Classification failed - no description returned,1766500673.3026316
fractal_01639.png,Classification failed - no description returned,1766500673.3026323
fractal_09596.png,Classification failed - no description returned,1766500673.302633
fractal_03122.png,Classification failed - no description returned,1766500673.3026345
fractal_09300.png,Classification failed - no description returned,1766500673.3026352
fractal_06234.png,Classification failed - no description returned,1766500673.3026357
fractal_09427.png,Classification failed - no description returned,1766500673.302637
fractal_05180.png,Classification failed - no description returned,1766500673.3026376
fractal_00191.png,Classification failed - no description returned,1766500673.3026385
fractal_03638.png,Classification failed - no description returned,1766500673.3026397
fractal_04269.png,Classification failed - no description returned,1766500673.3026402
fractal_01826.png,Classification failed - no description returned,1766500673.3026412
fractal_04001.png,Classification failed - no description returned,1766500673.3026419
fractal_06640.png,Classification failed - no description returned,1766500673.302643
fractal_06048.png,Classification failed - no description returned,1766500673.3026438
fractal_05321.png,Classification failed - no description returned,1766500673.3026445
fractal_04225.png,Classification failed - no description returned,1766500673.302645
fractal_04214.png,Classification failed - no description returned,1766500673.3026457
fractal_00150.png,Classification failed - no description returned,1766500673.3026466
fractal_04485.png,Classification failed - no description returned,1766500673.3026478
fractal_05859.png,Classification failed - no description returned,1766500673.3026485
fractal_03746.png,Classification failed - no description returned,1766500673.3026493
fractal_03485.png,Classification failed - no description returned,1766500673.30265
fractal_03903.png,Classification failed - no description returned,1766500673.3026512
fractal_01843.png,Classification failed - no description returned,1766500673.302652
fractal_04064.png,Classification failed - no description returned,1766500673.3026526
fractal_01896.png,Classification failed - no description returned,1766500673.3026536
fractal_00294.png,Classification failed - no description returned,1766500673.3026545
fractal_07004.png,Classification failed - no description returned,1766500673.3026552
fractal_08542.png,Classification failed - no description returned,1766500673.3026562
fractal_02729.png,Classification failed - no description returned,1766500673.3026576
fractal_09131.png,Classification failed - no description returned,1766500673.3026583
fractal_05403.png,Classification failed - no description returned,1766500673.3026593
fractal_08676.png,Classification failed - no description returned,1766500673.3026597
fractal_00513.png,Classification failed - no description returned,1766500721.0940485
fractal_05158.png,Classification failed - no description returned,1766500721.09405
fractal_02747.png,Classification failed - no description returned,1766500721.0940514
fractal_05031.png,Classification failed - no description returned,1766500721.0940518
fractal_09473.png,Classification failed - no description returned,1766500721.0940526
fractal_07302.png,Classification failed - no description returned,1766500721.094053
fractal_08122.png,Classification failed - no description returned,1766500721.0940537
fractal_04914.png,Classification failed - no description returned,1766500721.0940542
fractal_08323.png,Classification failed - no description returned,1766500721.0940547
fractal_00418.png,Classification failed - no description returned,1766500721.0940557
fractal_08996.png,Classification failed - no description returned,1766500721.0940561
fractal_08704.png,Classification failed - no description returned,1766500721.0940568
fractal_08196.png,Classification failed - no description returned,1766500721.0940576
fractal_00558.png,Classification failed - no description returned,1766500721.0940583
fractal_05775.png,Classification failed - no description returned,1766500721.0940592
fractal_02572.png,Classification failed - no description returned,1766500721.0940597
fractal_07594.png,Classification failed - no description returned,1766500721.0940607
fractal_08440.png,Classification failed - no description returned,1766500721.0940611
fractal_06783.png,Classification failed - no description returned,1766500721.0940619
fractal_01423.png,Classification failed - no description returned,1766500721.0940623
fractal_01405.png,Classification failed - no description returned,1766500721.094063
fractal_06998.png,Classification failed - no description returned,1766500721.0940635
fractal_09868.png,Classification failed - no description returned,1766500721.0940642
fractal_02328.png,Classification failed - no description returned,1766500721.094065
fractal_01352.png,Classification failed - no description returned,1766500721.0940657
fractal_04714.png,Classification failed - no description returned,1766500721.0940661
fractal_03616.png,Classification failed - no description returned,1766500721.0940676
fractal_01477.png,Classification failed - no description returned,1766500721.0940683
fractal_08514.png,Classification failed - no description returned,1766500721.094069
fractal_02274.png,Classification failed - no description returned,1766500721.0940695
fractal_03024.png,Classification failed - no description returned,1766500721.0940704
fractal_02908.png,Classification failed - no description returned,1766500721.0940716
fractal_04851.png,Classification failed - no description returned,1766500721.094072
fractal_06854.png,Classification failed - no description returned,1766500721.0940726
fractal_08066.png,Classification failed - no description returned,1766500721.094073
fractal_04454.png,Classification failed - no description returned,1766500721.0940735
fractal_05268.png,Classification failed - no description returned,1766500721.094074
fractal_08428.png,Classification failed - no description returned,1766500721.0940752
fractal_03432.png,Classification failed - no description returned,1766500721.094076
fractal_04967.png,Classification failed - no description returned,1766500721.0940764
fractal_01034.png,Classification failed - no description returned,1766500721.0940769
fractal_04697.png,Classification failed - no description returned,1766500721.0940773
fractal_00487.png,Classification failed - no description returned,1766500721.0940783
fractal_02906.png,Classification failed - no description returned,1766500721.0940795
fractal_02273.png,Classification failed - no description returned,1766500721.09408
fractal_01040.png,Classification failed - no description returned,1766500721.0940804
fractal_01753.png,Classification failed - no description returned,1766500721.094081
fractal_06573.png,Classification failed - no description returned,1766500721.0940819
fractal_05146.png,Classification failed - no description returned,1766500721.0940824
fractal_01019.png,Classification failed - no description returned,1766500765.0073965
fractal_03032.png,Classification failed - no description returned,1766500765.0073981
fractal_00303.png,Classification failed - no description returned,1766500765.007399
fractal_04405.png,Classification failed - no description returned,1766500765.0074003
fractal_05681.png,Classification failed - no description returned,1766500765.007401
fractal_06676.png,Classification failed - no description returned,1766500765.0074017
fractal_09261.png,Classification failed - no description returned,1766500765.0074024
fractal_05314.png,Classification failed - no description returned,1766500765.0074034
fractal_07696.png,Classification failed - no description returned,1766500765.0074043
fractal_01488.png,Classification failed - no description returned,1766500765.007405
fractal_04101.png,Classification failed - no description returned,1766500765.007406
fractal_05507.png,Classification failed - no description returned,1766500765.0074065
fractal_08135.png,Classification failed - no description returned,1766500765.0074077
fractal_09859.png,Classification failed - no description returned,1766500765.0074084
fractal_03192.png,Classification failed - no description returned,1766500765.0074093
fractal_05585.png,Classification failed - no description returned,1766500765.0074098
fractal_00963.png,Classification failed - no description returned,1766500765.0074108
fractal_01676.png,Classification failed - no description returned,1766500765.0074117
fractal_05780.png,Classification failed - no description returned,1766500765.0074124
fractal_01713.png,Classification failed - no description returned,1766500765.0074131
fractal_05638.png,Classification failed - no description returned,1766500765.0074139
fractal_05823.png,Classification failed - no description returned,1766500765.0074146
fractal_03950.png,Classification failed - no description returned,1766500765.0074158
fractal_06632.png,Classification failed - no description returned,1766500765.0074165
fractal_01107.png,Classification failed - no description returned,1766500765.0074174
fractal_06070.png,Classification failed - no description returned,1766500765.0074184
fractal_05666.png,Classification failed - no description returned,1766500765.0074196
fractal_08911.png,Classification failed - no description returned,1766500765.0074203
fractal_01510.png,Classification failed - no description returned,1766500765.0074215
fractal_02851.png,Classification failed - no description returned,1766500765.0074222
fractal_00660.png,Classification failed - no description returned,1766500765.0074232
fractal_02633.png,Classification failed - no description returned,1766500765.0074244
fractal_01508.png,Classification failed - no description returned,1766500765.007425
fractal_07531.png,Classification failed - no description returned,1766500765.0074258
fractal_00057.png,Classification failed - no description returned,1766500765.0074272
fractal_02611.png,Classification failed - no description returned,1766500765.0074282
fractal_08703.png,Classification failed - no description returned,1766500765.0074291
fractal_07571.png,Classification failed - no description returned,1766500765.0074298
fractal_05424.png,Classification failed - no description returned,1766500765.0074306
fractal_06733.png,Classification failed - no description returned,1766500765.0074317
fractal_04210.png,Classification failed - no description returned,1766500765.0074325
fractal_05612.png,Classification failed - no description returned,1766500765.0074332
fractal_02028.png,Classification failed - no description returned,1766500765.0074341
fractal_02862.png,Classification failed - no description returned,1766500765.0074353
fractal_05643.png,Classification failed - no description returned,1766500765.007436
fractal_04201.png,Classification failed - no description returned,1766500765.007437
fractal_06176.png,Classification failed - no description returned,1766500765.0074377
fractal_04012.png,Classification failed - no description returned,1766500765.0074391
fractal_01981.png,Classification failed - no description returned,1766500765.0074399
fractal_00790.png,Classification failed - no description returned,1766500815.4629676
fractal_00812.png,Classification failed - no description returned,1766500815.462969
fractal_00103.png,Classification failed - no description returned,1766500815.46297
fractal_01754.png,Classification failed - no description returned,1766500815.4629714
fractal_03531.png,Classification failed - no description returned,1766500815.462972
fractal_02360.png,Classification failed - no description returned,1766500815.4629726
fractal_08599.png,Classification failed - no description returned,1766500815.462973
fractal_08086.png,Classification failed - no description returned,1766500815.4629738
fractal_00497.png,Classification failed - no description returned,1766500815.462975
fractal_04436.png,Classification failed - no description returned,1766500815.462976
fractal_07408.png,Classification failed - no description returned,1766500815.4629767
fractal_02574.png,Classification failed - no description returned,1766500815.4629776
fractal_06633.png,Classification failed - no description returned,1766500815.4629784
fractal_06240.png,Classification failed - no description returned,1766500815.4629793
fractal_08506.png,Classification failed - no description returned,1766500815.46298
fractal_03759.png,Classification failed - no description returned,1766500815.4629807
fractal_09468.png,Classification failed - no description returned,1766500815.4629817
fractal_08002.png,Classification failed - no description returned,1766500815.4629824
fractal_00346.png,Classification failed - no description returned,1766500815.4629831
fractal_01123.png,Classification failed - no description returned,1766500815.4629838
fractal_09397.png,Classification failed - no description returned,1766500815.4629848
fractal_06744.png,Classification failed - no description returned,1766500815.4629855
fractal_03446.png,Classification failed - no description returned,1766500815.4629862
fractal_07881.png,Classification failed - no description returned,1766500815.4629872
fractal_07762.png,Classification failed - no description returned,1766500815.4629881
fractal_07006.png,Classification failed - no description returned,1766500815.4629889
fractal_05027.png,Classification failed - no description returned,1766500815.4629898
fractal_00281.png,Classification failed - no description returned,1766500815.4629908
fractal_04418.png,Classification failed - no description returned,1766500815.462992
fractal_04306.png,Classification failed - no description returned,1766500815.4629927
fractal_02753.png,Classification failed - no description returned,1766500815.4629936
fractal_01250.png,Classification failed - no description returned,1766500815.4629946
fractal_09670.png,Classification failed - no description returned,1766500815.4629958
fractal_07423.png,Classification failed - no description returned,1766500815.4629965
fractal_04944.png,Classification failed - no description returned,1766500815.4629974
fractal_06044.png,Classification failed - no description returned,1766500815.4629984
fractal_09567.png,Classification failed - no description returned,1766500815.4629989
fractal_02562.png,Classification failed - no description returned,1766500815.4629996
fractal_01743.png,Classification failed - no description returned,1766500815.4630003
fractal_09976.png,Classification failed - no description returned,1766500815.4630013
fractal_08042.png,Classification failed - no description returned,1766500815.4630022
fractal_03513.png,Classification failed - no description returned,1766500815.4630032
fractal_08393.png,Classification failed - no description returned,1766500815.463004
fractal_05932.png,Classification failed - no description returned,1766500815.4630048
fractal_04116.png,Classification failed - no description returned,1766500815.4630058
fractal_07680.png,Classification failed - no description returned,1766500815.4630067
fractal_02509.png,Classification failed - no description returned,1766500815.4630075
fractal_06362.png,Classification failed - no description returned,1766500815.4630084
fractal_00759.png,Classification failed - no description returned,1766500815.463009
fractal_01360.png,Classification failed - no description returned,1766500859.0108464
fractal_03429.png,Classification failed - no description returned,1766500859.0108492
fractal_09198.png,Classification failed - no description returned,1766500859.0108519
fractal_04796.png,Classification failed - no description returned,1766500859.0108526
fractal_07641.png,Classification failed - no description returned,1766500859.010853
fractal_09501.png,Classification failed - no description returned,1766500859.010854
fractal_03311.png,Classification failed - no description returned,1766500859.0108545
fractal_06074.png,Classification failed - no description returned,1766500859.0108547
fractal_05369.png,Classification failed - no description returned,1766500859.0108557
fractal_08720.png,Classification failed - no description returned,1766500859.0108564
fractal_05918.png,Classification failed - no description returned,1766500859.010857
fractal_02826.png,Classification failed - no description returned,1766500859.010858
fractal_06003.png,Classification failed - no description returned,1766500859.0108585
fractal_09247.png,Classification failed - no description returned,1766500859.0108593
fractal_04804.png,Classification failed - no description returned,1766500859.0108602
fractal_05628.png,Classification failed - no description returned,1766500859.0108612
fractal_08130.png,Classification failed - no description returned,1766500859.0108619
fractal_02384.png,Classification failed - no description returned,1766500859.0108624
fractal_03826.png,Classification failed - no description returned,1766500859.0108635
fractal_04630.png,Classification failed - no description returned,1766500859.0108645
fractal_09263.png,Classification failed - no description returned,1766500859.010865
fractal_07146.png,Classification failed - no description returned,1766500859.0108657
fractal_04379.png,Classification failed - no description returned,1766500859.0108662
fractal_09440.png,Classification failed - no description returned,1766500859.0108669
fractal_06233.png,Classification failed - no description returned,1766500859.010868
fractal_07013.png,Classification failed - no description returned,1766500859.0108688
fractal_04918.png,Classification failed - no description returned,1766500859.0108705
fractal_09973.png,Classification failed - no description returned,1766500859.0108714
fractal_09292.png,Classification failed - no description returned,1766500859.0108721
fractal_02219.png,Classification failed - no description returned,1766500859.0108728
fractal_01695.png,Classification failed - no description returned,1766500859.0108743
fractal_09334.png,Classification failed - no description returned,1766500859.0108752
fractal_07812.png,Classification failed - no description returned,1766500859.010876
fractal_03561.png,Classification failed - no description returned,1766500859.010877
fractal_09239.png,Classification failed - no description returned,1766500859.0108776
fractal_06097.png,Classification failed - no description returned,1766500859.0108786
fractal_04644.png,Classification failed - no description returned,1766500859.0108795
fractal_01885.png,Classification failed - no description returned,1766500859.0108802
fractal_09408.png,Classification failed - no description returned,1766500859.0108812
fractal_00870.png,Classification failed - no description returned,1766500859.0108821
fractal_05605.png,Classification failed - no description returned,1766500859.010883
fractal_05652.png,Classification failed - no description returned,1766500859.0108838
fractal_00470.png,Classification failed - no description returned,1766500859.0108845
fractal_00889.png,Classification failed - no description returned,1766500859.0108855
fractal_05399.png,Classification failed - no description returned,1766500859.0108862
fractal_09954.png,Classification failed - no description returned,1766500859.010887
fractal_01668.png,Classification failed - no description returned,1766500859.0108874
fractal_01814.png,Classification failed - no description returned,1766500859.0108883
fractal_09387.png,Classification failed - no description returned,1766500859.010889
fractal_01928.png,Classification failed - no description returned,1766500910.3409963
fractal_03665.png,Classification failed - no description returned,1766500910.3409982
fractal_00580.png,Classification failed - no description returned,1766500910.3409986
fractal_09582.png,Classification failed - no description returned,1766500910.3409991
fractal_02073.png,Classification failed - no description returned,1766500910.3409996
fractal_09581.png,Classification failed - no description returned,1766500910.341
fractal_05019.png,Classification failed - no description returned,1766500910.341001
fractal_00365.png,Classification failed - no description returned,1766500910.3410017
fractal_09195.png,Classification failed - no description returned,1766500910.3410022
fractal_05497.png,Classification failed - no description returned,1766500910.341003
fractal_09613.png,Classification failed - no description returned,1766500910.3410034
fractal_04666.png,Classification failed - no description returned,1766500910.3410041
fractal_03315.png,Classification failed - no description returned,1766500910.3410048
fractal_09362.png,Classification failed - no description returned,1766500910.3410056
fractal_03183.png,Classification failed - no description returned,1766500910.341006
fractal_09965.png,Classification failed - no description returned,1766500910.3410065
fractal_02181.png,Classification failed - no description returned,1766500910.3410075
fractal_07778.png,Classification failed - no description returned,1766500910.3410082
fractal_05283.png,Classification failed - no description returned,1766500910.3410094
fractal_06447.png,Classification failed - no description returned,1766500910.3410099
fractal_02838.png,Classification failed - no description returned,1766500910.3410106
fractal_07562.png,Classification failed - no description returned,1766500910.3410113
fractal_03344.png,Classification failed - no description returned,1766500910.341012
fractal_09437.png,Classification failed - no description returned,1766500910.341013
fractal_08023.png,Classification failed - no description returned,1766500910.3410134
fractal_04684.png,Classification failed - no description returned,1766500910.341014
fractal_04182.png,Classification failed - no description returned,1766500910.3410149
fractal_09537.png,Classification failed - no description returned,1766500910.3410153
fractal_09400.png,Classification failed - no description returned,1766500910.3410158
fractal_01646.png,Classification failed - no description returned,1766500910.3410168
fractal_08351.png,Classification failed - no description returned,1766500910.341018
fractal_01810.png,Classification failed - no description returned,1766500910.3410187
fractal_02764.png,Classification failed - no description returned,1766500910.3410192
fractal_03059.png,Classification failed - no description returned,1766500910.3410199
fractal_03374.png,Classification failed - no description returned,1766500910.3410208
fractal_09044.png,Classification failed - no description returned,1766500910.3410213
fractal_04594.png,Classification failed - no description returned,1766500910.3410223
fractal_07886.png,Classification failed - no description returned,1766500910.3410227
fractal_05784.png,Classification failed - no description returned,1766500910.3410232
fractal_05117.png,Classification failed - no description returned,1766500910.3410237
fractal_07377.png,Classification failed - no description returned,1766500910.3410244
fractal_06493.png,Classification failed - no description returned,1766500910.3410254
fractal_06851.png,Classification failed - no description returned,1766500910.3410258
fractal_03018.png,Classification failed - no description returned,1766500910.3410263
